Nom,Ãge,NA,Cor,Cen,Drb,Apl,Agr,Fin,Ctn,Ctr,DÃ©t,Ins,Col,DÃ©c,Ãqu,CF,Acc,Pui,Pla,Phy,Vol,Vit,Agi,DÃ©t.1,Sgf,End,Crg,Ldr,Vis,Ant,TÃªt,Tir,T Lg,Mar,Pas,Pen,Tcl,Tec,NA_end
Giuseppe Balzano,18,36,3,8,5,5,9,3,4,11,1,5,5,9,5,2,12,3,6,13,6,11,11,6,2,8,6,5,3,3,3,3,3,5,5,1,4,7,37
Bence KomlÃ³si,18,74,5,5,4,7,7,5,11,9,9,6,9,10,11,3,9,10,9,12,10,10,12,12,10,12,9,11,3,8,11,8,3,10,10,4,14,9,82
Filippo Reale,18,48,5,9,12,8,11,7,5,10,7,13,4,10,5,3,10,3,3,13,7,11,10,7,4,6,5,9,5,4,3,4,1,3,11,3,5,12,53
Jacopo Stano,18,38,1,1,1,1,7,3,5,4,6,5,3,12,5,1,5,3,12,13,5,7,7,10,5,4,7,4,1,8,9,1,1,11,5,1,11,4,38
Natan Cichy,17,41,1,4,4,4,15,1,9,9,4,5,5,8,7,1,14,5,6,9,6,11,12,11,6,8,7,3,5,4,6,4,3,4,5,1,9,7,43
Alessio Chiesa,18,51,2,1,1,3,12,1,6,5,4,5,4,12,6,1,9,4,12,6,5,8,7,8,3,5,7,5,1,9,12,2,1,13,2,3,12,3,64
Lorenzo Pasquale,17,38,3,10,4,1,5,1,6,7,4,5,5,11,6,1,14,4,3,9,6,12,9,12,1,11,5,10,4,5,5,3,1,7,5,1,10,5,39
Gabriele Bettarini,17,44,1,1,1,3,7,1,8,3,12,5,3,12,2,1,10,6,11,12,4,8,5,12,2,6,5,10,3,5,11,1,1,12,4,1,11,1,52
Antonio Mastellone,15,62,3,3,4,6,9,3,10,6,11,5,16,9,14,3,7,7,7,10,15,8,7,13,10,10,18,13,4,9,10,2,4,9,6,3,11,8,76
Alessandro Nisci,18,59,7,8,7,11,8,8,9,9,11,6,9,7,10,4,13,8,9,11,8,11,10,16,5,9,10,8,7,6,8,7,9,7,10,5,8,7,59
Gianmaria Benedetti,18,51,3,6,5,9,5,3,9,9,17,5,8,7,10,7,10,6,8,9,9,10,10,13,8,9,8,6,7,8,8,7,4,8,10,4,13,5,51
Jean Castegnaro,18,58,3,11,5,2,11,1,9,5,11,8,7,12,7,2,10,7,10,15,8,13,12,3,6,10,7,6,7,11,2,1,3,8,7,1,11,7,69
Matteo Dutu,18,72,2,1,1,1,11,3,8,5,13,6,5,12,7,1,8,8,12,13,6,12,11,14,4,10,8,9,2,6,13,1,3,12,4,1,12,2,79
Manuel Vagnati,18,47,1,1,3,1,15,1,8,4,13,5,4,12,5,1,12,6,12,15,3,7,9,7,3,3,6,4,2,5,11,1,1,12,4,1,10,3,53
Luca Sardella,18,61,4,11,5,3,9,1,5,7,6,5,6,11,8,1,14,7,9,13,8,15,13,12,6,8,8,1,7,4,6,5,5,4,5,1,9,7,70
Tommaso Occhi,18,43,2,1,1,2,9,1,5,4,11,5,3,12,6,3,11,7,6,11,5,8,11,13,2,4,7,3,3,5,10,1,1,11,5,2,4,4,47
Matteo Corsa,18,40,1,1,1,1,13,1,7,2,12,5,3,11,5,1,9,3,12,9,4,10,10,10,2,7,6,8,3,8,11,1,1,8,3,1,12,1,45
Fabiano Pacia,18,56,1,1,1,3,15,1,6,4,7,5,3,12,6,1,11,7,12,15,5,10,11,11,1,11,7,8,2,7,12,2,1,10,4,1,12,1,65
Federico Nardin,17,48,1,1,1,2,5,1,9,2,7,5,3,12,5,1,10,7,7,15,5,10,10,13,4,9,6,4,1,2,12,1,1,11,3,1,12,2,54
Matteo La Marina,17,52,5,9,6,4,7,1,6,11,4,5,7,12,6,1,13,7,8,5,7,11,8,5,3,5,7,4,7,7,7,6,6,9,7,2,15,7,52
Nicola Martera,18,53,1,1,1,1,5,1,3,4,9,5,3,12,5,1,9,6,12,12,4,10,11,12,4,4,7,2,1,7,12,1,1,12,1,1,12,1,60
Leonardo Campagna,18,49,5,9,5,6,7,6,8,9,15,6,7,7,5,1,15,2,7,10,9,13,10,5,7,9,6,12,6,6,2,4,5,7,8,1,11,7,55
Riccardo Nobile,18,40,1,1,1,1,12,1,10,3,6,5,2,11,4,3,11,3,9,15,4,12,8,10,4,4,3,2,1,8,12,1,1,12,3,1,11,3,47
Robert Owusu Frimpong,18,42,1,6,1,3,12,1,5,6,11,6,5,8,6,1,13,7,11,14,5,13,10,13,5,7,7,9,1,5,10,2,3,5,2,2,10,5,44
Mattia Puzone,17,44,5,9,5,4,11,1,6,10,2,5,5,12,7,2,11,9,7,12,7,9,9,5,3,9,7,10,6,5,4,1,6,8,7,1,10,7,55
Davide Bosia,18,60,5,8,6,5,5,3,11,8,12,6,8,14,15,1,10,6,9,15,14,9,8,10,8,9,8,5,7,10,8,3,5,6,8,1,11,6,62
Mattia De Caroli,18,53,5,11,7,6,8,1,7,14,18,7,8,10,8,3,11,6,6,15,8,10,11,9,8,9,8,4,7,8,3,4,3,6,9,4,10,9,70
Giorgio Vezzosi,17,64,2,3,2,2,12,1,6,4,13,5,4,13,7,1,12,10,12,13,5,11,9,9,4,7,6,10,1,9,9,1,1,11,5,1,12,1,80
NicolÃ² Meringolo,18,67,4,8,5,3,14,4,9,6,14,5,6,9,7,1,12,9,11,15,6,13,13,10,6,9,7,3,6,9,12,1,5,11,6,1,13,2,78
Francesco Distratto,17,64,5,11,8,8,9,3,7,12,11,7,9,11,11,6,11,4,5,13,11,10,10,4,5,13,8,5,7,7,7,7,3,9,6,1,11,7,65
Giuseppe Francesco Bitonto,18,60,3,7,2,3,15,4,7,6,15,5,6,8,7,1,14,6,4,12,6,15,14,5,5,12,7,1,5,6,5,5,3,7,6,1,12,5,68
Luca Asproni,17,44,1,1,1,2,9,1,4,4,18,5,3,12,4,1,11,4,12,13,5,8,9,11,1,4,7,9,1,6,12,3,1,8,4,2,12,2,49
Roberto D'Intino,18,59,5,9,6,2,11,2,9,8,13,6,5,10,8,5,13,7,13,17,7,11,12,9,6,9,7,2,5,4,10,1,1,7,6,1,11,5,67
Marlon Mena Martinez,17,51,4,12,5,1,7,4,7,9,16,6,7,6,8,2,11,7,4,12,7,13,15,13,2,11,7,1,4,6,6,5,5,7,7,4,10,6,62
Nirash Perera,17,55,3,7,5,4,9,1,3,9,15,7,5,12,7,1,13,5,8,12,7,14,14,6,4,12,7,5,5,5,4,1,3,6,6,1,11,6,64
Matteo Geroli,17,51,1,1,1,1,10,1,11,5,5,6,4,12,6,3,7,9,8,14,5,10,10,11,5,5,7,3,1,4,12,1,2,12,3,1,12,3,56
Lorenzo Cufino,17,69,6,10,8,6,15,1,6,11,17,9,8,10,10,6,13,8,6,10,10,14,16,9,6,7,7,10,6,7,6,2,6,5,6,1,8,7,76
Bruno Martinez Crous,18,66,1,1,1,3,5,1,9,5,11,5,4,13,6,1,12,5,12,9,5,10,13,7,5,6,8,6,4,9,12,1,1,12,4,1,11,3,73
Mattia Minnelli,18,40,1,1,3,1,14,1,3,3,12,5,3,12,5,1,7,10,9,12,4,10,9,5,1,8,6,4,3,8,12,1,1,12,1,1,12,2,43
NicolÃ² Sancinito,18,42,5,11,5,3,7,1,13,9,18,5,6,5,5,1,9,7,8,14,6,11,10,9,6,8,7,11,6,6,6,3,3,7,6,1,12,7,49
Matteo Bonadiman,17,40,1,1,1,1,8,1,7,1,17,5,4,12,5,1,9,4,11,16,5,8,8,11,1,4,7,10,2,8,7,1,1,10,5,1,10,1,43
Simone Di Biagio,16,47,1,1,1,1,5,1,9,2,5,5,3,11,5,1,12,6,12,11,4,8,8,12,2,5,6,2,1,7,11,1,1,13,3,1,10,1,58
Alessandro Luchetti,17,76,5,2,1,4,5,6,11,7,12,5,6,7,4,2,11,11,13,9,7,13,10,14,6,8,9,12,3,9,6,3,3,14,6,3,13,2,84
Luca Russo,18,58,1,1,1,1,12,1,9,3,3,5,1,12,5,1,11,9,9,7,4,12,11,12,3,7,8,10,2,7,10,1,2,12,3,2,12,2,66
Rodrigo Mendes,19,73,5,6,3,3,9,5,8,8,5,5,4,11,8,5,14,6,13,10,8,14,12,11,6,5,8,10,9,7,8,8,1,9,10,3,14,7,81
NiccolÃ² Rizzo,16,49,1,1,1,1,10,3,7,4,12,5,4,12,6,1,10,6,10,15,5,11,12,11,4,10,7,10,3,6,5,1,1,12,4,1,10,2,59
Nicola Montisci,17,44,1,1,1,3,12,1,7,3,15,5,3,12,6,1,10,5,10,15,5,12,10,10,4,6,4,2,3,6,11,1,1,12,1,1,12,1,49
Nicola Cossu,18,39,1,2,1,3,11,1,6,4,18,5,3,12,4,1,12,3,9,15,4,10,10,9,3,4,7,1,2,3,12,1,1,12,4,1,11,2,42
Giorgio Bailo,18,43,4,11,4,5,6,1,7,12,17,5,6,12,5,1,13,6,6,6,6,11,8,3,3,5,7,10,6,8,6,4,4,7,7,1,12,7,49
Antonio Castaldo,18,55,2,8,6,4,8,1,10,7,13,5,6,8,5,1,13,7,8,11,7,14,12,9,3,8,8,7,7,6,7,4,4,8,7,4,10,7,64
Ettore Nicolosi,18,53,4,6,1,3,12,4,5,5,5,5,4,12,7,1,13,6,9,16,6,12,12,10,5,8,7,7,5,3,8,2,1,10,4,1,14,3,63
Filippo Pagnucco,18,51,6,10,6,5,13,3,7,8,9,5,6,12,8,5,12,7,7,15,8,8,10,9,7,9,6,5,7,6,5,1,5,8,7,5,12,7,63
Melvin Nwajei,18,42,5,8,7,2,7,2,2,8,17,5,5,9,5,4,14,2,6,13,7,13,14,3,7,8,6,4,5,4,2,3,1,5,7,1,6,9,46
Lukas KliÅ¡ys,17,41,1,3,1,1,13,1,6,2,15,5,3,12,5,1,8,6,11,18,4,12,11,9,1,3,6,2,3,9,7,2,1,11,4,1,10,1,43
Alessandro Cabassa,17,42,2,6,4,4,11,1,4,9,15,5,6,6,7,1,11,7,4,12,6,14,14,11,2,12,7,11,3,4,4,1,4,3,7,2,9,7,47
Giovanni Camilletti,18,46,4,8,5,3,9,6,10,6,11,5,13,10,15,1,10,3,8,10,14,11,12,5,4,10,8,4,5,4,7,3,3,8,8,5,12,8,50
Giovanni La Rosa,18,45,6,9,4,4,6,5,4,12,8,6,6,10,7,5,13,4,4,12,8,12,12,4,2,7,6,1,5,6,3,5,5,4,8,1,7,11,46
Daniel Crosariol,18,46,5,9,7,4,15,5,6,11,12,9,6,8,7,4,14,2,4,15,6,9,13,6,3,7,7,8,5,5,4,3,4,3,7,1,6,7,48
Riccardo Montagna,18,56,5,11,1,1,14,1,8,9,9,6,5,10,7,1,14,8,10,13,7,14,12,15,6,5,5,5,2,7,5,1,4,9,5,1,13,5,59
RareÅ FÄtu,18,46,1,1,1,1,13,1,3,4,14,5,3,12,5,1,12,4,12,14,5,10,11,8,4,10,5,10,1,7,11,3,1,12,2,1,7,3,48
Carlo Mellino,18,40,1,1,1,2,11,1,5,5,9,5,4,12,6,1,10,6,11,14,5,8,9,8,5,5,7,5,1,12,10,3,1,5,4,1,11,4,43
Eugenio Cozzolino,18,42,3,6,4,3,12,3,8,9,9,5,6,12,6,1,9,6,5,11,6,11,12,7,5,6,7,9,4,7,3,3,2,7,7,3,12,7,46
Ardit Shkambaj,18,48,4,10,4,4,15,1,5,9,9,5,5,10,4,2,14,4,5,6,5,13,13,5,5,11,7,1,5,4,4,4,3,6,1,1,10,6,50
Daniele Pastorino,18,57,3,3,2,4,15,5,10,4,16,5,12,13,7,3,3,7,13,14,12,4,5,13,8,12,9,1,6,8,7,4,1,11,12,1,14,6,64
Michele Menzani,18,50,5,11,3,4,15,3,7,7,10,8,6,10,7,1,12,5,7,13,6,13,13,5,5,8,8,3,6,5,6,1,5,8,8,1,13,7,53
Dario Pelosi,17,42,1,1,1,1,5,1,7,3,2,5,2,12,4,1,11,6,9,15,3,12,12,11,1,5,7,7,1,3,10,1,1,8,1,2,12,1,47
Olimpio Francisco,16,58,5,4,6,3,18,4,10,10,12,5,6,8,11,4,9,6,13,12,7,9,9,12,9,8,9,1,8,9,8,3,4,5,12,6,9,15,71
Umberto Volpe,18,36,1,1,1,1,5,2,10,2,8,5,2,11,4,1,5,5,12,15,4,6,7,12,2,5,2,6,1,8,11,1,1,12,4,1,8,1,37
Manuel Andreotti,18,39,4,10,2,2,10,2,7,9,4,6,5,12,3,1,13,6,4,11,5,13,12,9,1,5,7,9,5,4,1,4,4,5,2,1,11,6,44
Alessandro Ventre,18,46,4,10,5,5,12,1,5,11,6,5,5,12,6,1,13,1,5,7,7,13,13,1,5,8,6,3,6,5,4,3,4,6,6,1,10,6,54
Fabio Lupacchio,17,61,4,10,6,4,13,2,5,11,15,6,7,8,10,1,14,6,5,14,8,15,15,10,5,11,9,9,2,5,2,7,5,5,8,1,11,6,61
Gianluca Maggiore,17,55,2,8,1,5,6,1,7,9,16,5,6,12,7,1,13,5,6,11,5,13,10,7,5,12,7,1,5,5,4,4,4,10,5,4,11,5,74
Kleo Shpuza,17,64,5,9,5,5,5,1,8,10,8,6,7,12,8,6,14,6,5,6,8,12,11,10,6,7,8,9,7,9,5,1,5,6,8,5,10,8,70
Juri Falleni,16,54,3,6,4,4,17,2,10,10,14,1,6,7,13,2,10,5,8,11,7,8,9,15,7,6,11,11,5,8,11,7,6,6,7,2,12,8,54
Matteo Martino Coriano,18,57,4,8,8,10,8,4,9,8,8,6,10,6,8,2,12,8,10,8,6,12,13,11,8,9,6,8,7,8,7,4,5,8,9,7,8,8,61
Mohamed SoldÃ,17,57,3,6,1,2,14,1,6,14,18,6,6,5,9,5,9,6,14,8,7,10,8,14,9,9,9,9,7,9,9,5,2,8,14,1,14,10,65
Christian Petito,17,53,6,12,6,3,9,3,4,8,10,5,6,6,4,4,12,5,3,13,7,13,11,10,6,14,6,11,6,6,4,4,4,5,6,2,6,9,63
Raffaele Ponticelli,17,55,1,1,1,1,5,3,7,5,3,5,4,12,6,1,8,5,9,9,5,10,12,10,4,9,8,5,3,7,10,1,1,12,4,1,12,1,66
Christian Boscu,18,43,1,1,1,4,7,1,10,4,18,5,4,13,6,1,7,6,9,13,4,6,6,14,4,4,7,5,3,6,13,1,3,10,4,1,11,3,45
Favour Enoghegase,16,56,1,4,4,2,14,2,4,2,4,5,4,13,6,1,12,7,12,15,5,13,12,12,2,5,7,1,4,5,9,2,3,9,5,1,10,2,63
Marco Pini,16,45,4,4,5,5,11,5,6,7,11,4,18,6,13,6,8,7,7,13,15,13,9,7,10,11,16,12,6,5,7,2,4,8,6,5,6,12,59
Matteo Mazzoni,18,45,3,2,1,1,8,1,5,1,11,5,5,13,5,1,9,4,9,14,5,13,12,9,2,4,7,10,1,4,12,1,1,12,5,3,9,1,45
Francesco Dore,18,45,4,10,6,4,14,1,9,7,10,5,8,12,9,2,11,5,8,15,8,10,9,8,7,8,5,10,8,7,5,3,6,6,6,1,9,8,46
Gennaro Bertani,15,44,4,5,5,3,10,8,8,4,15,3,14,9,5,3,8,5,7,8,9,7,7,13,11,6,16,14,6,7,7,5,6,9,8,3,13,7,55
Thodoros Tsioungaris,17,57,4,2,1,5,12,5,5,6,6,5,7,5,11,5,11,9,16,13,8,10,7,12,4,8,9,9,3,10,10,7,5,9,5,7,13,7,67
Luca Pintus,17,47,2,1,4,2,5,1,8,5,3,5,4,13,7,1,5,5,12,9,5,5,5,11,5,5,5,5,1,8,7,1,1,14,5,4,13,2,50
Amine Mebarki,15,36,4,8,4,5,12,4,5,8,10,5,16,9,13,1,8,5,6,12,11,6,9,10,4,10,8,9,7,4,7,5,4,8,3,4,8,13,40
Angelo Fiore,15,35,1,4,1,5,8,3,9,6,4,10,13,7,6,1,13,4,7,7,11,10,10,1,5,13,10,14,5,6,5,2,1,6,2,1,6,10,37
Luca Capozzi,16,57,5,3,3,5,7,3,7,8,16,2,11,8,7,3,9,8,11,6,14,7,8,14,7,9,10,1,7,8,12,3,7,10,7,4,10,10,75
Victor Arrendel,16,31,2,5,2,3,13,3,4,7,11,4,16,9,5,3,9,5,6,13,16,8,8,5,4,13,6,1,5,5,3,1,2,5,4,6,9,5,32
Elia Porro,16,40,6,6,6,6,11,8,6,8,15,4,12,8,5,3,6,9,7,5,7,4,4,8,11,9,13,7,6,9,10,6,6,8,8,5,12,13,55
Gianluca Feltrin,16,36,4,8,4,3,8,3,5,7,12,5,7,9,4,1,12,3,7,6,8,10,10,6,6,12,5,9,3,5,4,3,3,8,5,8,8,6,41
Danilo Spina,16,42,4,7,3,5,11,4,7,6,3,5,9,7,6,1,11,6,7,14,7,8,8,14,4,12,4,5,6,8,4,3,5,7,6,1,11,10,45
Stanislav StankoviÄ,16,49,4,10,8,9,14,4,6,7,13,9,9,9,14,5,10,7,7,16,12,11,12,6,6,8,19,11,6,4,9,4,6,7,9,1,7,7,56
Davide Fiore,16,40,1,4,5,3,15,3,5,8,5,4,9,11,11,4,10,3,6,10,14,7,7,13,6,11,4,2,7,6,4,4,5,8,5,2,9,13,43
Dorinel PlÄcintÄ,16,40,9,6,3,6,8,6,4,8,16,6,12,9,14,4,11,5,6,5,15,8,10,3,6,11,8,7,4,8,3,2,3,5,6,2,8,4,47
Alberto Gobbi,16,49,6,5,6,4,10,5,7,10,13,9,13,12,6,8,9,6,7,11,8,10,9,2,6,12,16,5,8,6,5,5,5,7,8,4,9,6,57
Alessandro Poggi,16,31,4,6,5,6,9,5,8,6,10,3,7,7,12,2,8,8,7,13,5,9,8,8,4,10,11,5,5,6,6,2,3,5,4,8,8,11,37
Najib Daoudi,15,29,3,1,3,2,10,3,5,6,13,3,7,5,13,7,5,7,6,12,11,8,9,12,5,6,6,8,3,8,9,6,1,11,3,2,9,11,39
Emanuele Innocenti,16,41,5,4,3,3,13,4,10,9,12,4,18,7,7,4,7,8,6,13,12,8,7,9,6,8,10,7,4,7,5,3,5,7,7,5,9,14,52
Domenico Renzi,16,44,3,7,6,4,13,2,4,8,12,9,10,7,5,6,10,6,6,13,14,8,9,13,6,11,19,1,7,7,5,2,3,4,5,1,7,12,50
Pasquale Signorelli,16,35,4,7,5,4,8,1,5,11,9,8,16,9,5,4,6,4,4,14,13,8,5,9,4,8,9,10,4,6,8,1,3,8,8,2,13,14,36
Enrico Pozzi,15,41,4,7,4,3,7,4,7,4,11,1,15,13,3,1,6,6,11,11,13,7,6,10,3,9,9,12,4,5,5,4,2,6,6,2,9,7,44
Pasquale Ravaglia,16,45,4,6,6,5,13,3,7,6,13,5,13,8,11,2,11,4,8,11,13,7,8,4,7,10,17,9,7,6,4,4,4,4,5,4,9,10,45
Ferdinando Brugni,15,47,2,5,4,6,8,5,5,7,4,2,17,6,14,2,8,9,7,11,13,7,6,12,6,9,18,10,4,9,10,4,5,8,6,5,14,8,53
Alessandro Ramunno,16,44,5,7,4,7,13,4,4,8,7,5,16,7,14,3,11,9,6,7,11,10,11,5,6,10,14,3,6,5,5,2,2,4,5,1,10,5,57
Axel Sandler,17,69,3,4,1,5,15,2,12,8,12,6,12,12,10,1,9,6,7,12,8,9,10,8,8,13,7,12,5,10,10,3,2,14,7,1,14,6,78
Christian Carlini,17,43,2,7,1,1,8,1,4,9,7,5,5,10,7,1,13,5,4,8,7,12,11,10,5,12,7,5,4,4,6,4,1,5,5,1,12,4,45
Gianluca Tiberi,17,50,4,10,5,1,5,1,9,8,7,5,6,8,9,1,10,7,8,13,6,11,12,13,6,9,3,10,7,9,7,1,3,10,7,1,14,7,57
Carmelo Marchese,17,40,6,10,7,5,5,3,1,13,11,7,5,8,6,4,12,4,2,15,7,12,9,9,2,5,5,3,4,6,3,1,4,4,9,2,5,9,41
Christian Fantinati,17,37,1,1,1,1,11,1,6,2,11,5,4,12,5,1,8,3,10,12,4,10,11,10,2,3,7,9,1,7,8,1,1,12,5,1,10,1,38
Andrea Riccardi,17,40,3,8,4,2,10,1,11,10,2,5,6,12,7,1,9,6,7,14,6,10,12,11,3,9,7,2,3,5,6,2,5,6,2,1,11,5,41
Davide Balduzzi,17,39,4,8,5,2,8,1,9,11,7,6,6,11,2,1,10,4,3,12,7,12,12,7,4,5,7,11,5,4,4,1,4,6,6,1,10,7,41
Gianmarco Venturini,17,40,1,1,1,1,12,1,6,2,10,5,3,12,6,1,9,5,5,18,5,9,9,13,2,6,7,1,1,6,10,1,1,12,4,1,10,3,42
Giovanni Lombardi,17,39,5,10,5,4,9,3,7,4,9,7,6,11,4,1,14,5,7,10,6,13,11,11,6,5,8,2,5,4,6,3,1,4,6,1,10,4,40
Cristiano Leone,17,40,4,7,3,2,13,5,9,11,8,6,6,13,7,1,12,1,7,13,6,11,10,4,3,11,7,6,6,5,5,1,1,5,6,1,11,5,44
Alessandro Gori,17,42,4,1,1,1,11,4,4,1,6,5,4,13,6,2,10,4,6,12,6,11,12,10,5,10,7,9,1,4,8,4,2,11,5,2,13,1,43
Raffaele Ricercato,17,39,1,1,1,1,7,1,3,1,5,5,2,11,4,1,10,6,11,15,4,12,10,6,1,5,7,9,1,8,10,2,1,12,3,1,11,1,43
Tiziano Lattante,17,35,1,1,1,1,14,1,9,3,6,5,3,10,4,1,10,4,12,14,5,11,12,7,2,3,3,2,1,7,6,1,1,8,4,1,9,3,36
Jacopo Contarini,16,60,5,11,1,4,14,1,9,8,10,7,7,12,8,2,15,8,7,11,7,11,13,7,4,9,7,4,6,5,5,5,4,6,7,1,11,6,72
Marco Picchedda,16,39,1,2,1,1,11,1,4,2,6,5,3,12,5,1,10,7,9,15,4,10,11,9,4,3,6,1,1,5,12,3,2,10,4,1,10,1,42
Andrea Dolciami,16,50,1,1,1,1,7,1,6,4,17,5,4,13,6,1,8,5,13,14,6,11,10,13,6,4,7,4,3,5,11,1,3,11,5,1,5,2,60
Giovanni De Simone,17,41,3,8,5,2,7,1,8,8,12,6,5,10,3,1,12,5,3,10,7,12,12,3,2,11,7,11,5,6,5,1,3,5,5,1,11,6,57
Isaac Brown Samper,17,44,6,11,5,1,10,4,4,8,12,5,6,13,6,1,13,6,5,10,6,10,9,6,3,12,7,1,6,4,4,4,5,6,6,2,10,6,47
Tommaso Gallo,17,43,2,1,2,1,9,1,4,3,11,5,3,12,4,1,10,4,12,13,3,9,12,9,4,5,5,10,1,4,12,1,3,12,2,1,10,1,45
Davide Finizio,17,50,5,10,6,2,13,1,12,10,8,5,6,13,9,1,6,9,6,12,7,11,10,14,3,11,3,3,4,6,3,4,1,8,7,1,13,5,55
Riccardo Sara,17,40,2,1,1,2,5,1,3,1,5,5,3,12,6,1,12,4,12,15,5,8,10,7,4,4,7,6,1,6,11,1,1,9,4,1,12,1,42
Emanuele Lulli,16,50,4,10,3,5,12,1,11,5,16,6,6,14,7,1,10,5,7,11,6,11,11,2,6,11,7,10,6,5,2,1,5,8,4,1,12,6,55
Alessandro Nenna,17,43,2,1,1,3,9,1,7,2,4,6,4,13,7,1,8,5,12,14,5,12,10,5,5,6,7,10,1,4,7,1,2,13,3,1,10,2,51
Diego Zingone,17,44,5,11,6,3,8,5,6,10,10,5,7,5,7,4,14,7,7,12,7,10,10,14,5,6,6,1,5,6,4,1,4,5,7,2,6,5,51
Giacomo Errico,16,42,2,4,2,4,8,5,9,8,6,6,6,5,14,5,9,9,8,15,11,9,8,9,9,10,15,5,3,10,7,4,5,7,7,5,12,9,43
Giulio Attanasio,17,38,3,10,4,2,13,3,5,9,11,7,5,13,6,1,10,6,3,9,5,13,13,6,2,4,7,11,5,4,3,4,4,4,6,1,9,6,42
Nicola Lai,17,40,1,1,1,1,7,1,5,3,3,5,3,12,4,1,12,3,12,18,3,12,11,12,1,2,6,4,1,5,11,1,1,11,1,1,10,1,42
Lorenzo Malanca,17,43,2,3,3,4,9,1,11,6,10,5,5,7,8,5,8,5,12,12,6,10,10,12,6,5,8,1,2,7,5,2,1,12,6,5,11,5,54
Sante D'Angelo,16,40,3,5,5,6,12,4,6,7,4,4,15,7,7,4,11,7,4,14,10,8,9,15,7,10,10,9,5,8,7,4,6,8,7,4,10,10,43
Marco Arsena,17,40,3,3,1,2,13,1,6,3,2,5,3,12,5,1,11,3,13,14,4,8,9,4,4,3,7,11,3,3,13,2,3,13,4,1,8,1,40
Mirco Sarini,15,47,7,11,5,7,16,3,7,9,16,6,10,12,14,2,8,6,7,13,7,8,8,10,8,10,9,12,5,7,6,5,4,5,4,4,7,10,49
Theo HernÃ¡ndez,27,164,10,15,14,17,18,13,11,15,16,12,12,12,16,12,17,14,12,16,13,18,15,12,12,16,13,14,12,15,13,15,7,13,14,14,14,13,164
Benjamin Pavard,29,154,4,12,10,12,13,8,16,14,15,11,17,14,16,4,12,13,16,15,16,14,12,15,17,16,14,13,14,16,16,11,13,15,15,6,15,14,154
Alessandro Bastoni,26,157,4,11,11,12,14,8,15,14,16,12,17,13,15,5,14,15,15,17,15,15,14,16,13,14,16,12,15,16,16,5,12,15,16,8,16,14,162
Danilo,33,144,4,13,11,12,11,10,14,14,16,12,16,14,12,5,11,11,16,15,16,12,11,12,14,13,16,16,14,16,13,11,9,13,15,11,15,14,139
Giovanni Di Lorenzo,31,159,4,13,10,14,15,11,13,12,17,6,17,14,16,3,15,14,13,18,17,17,15,14,14,17,16,15,11,14,17,12,11,14,13,10,16,11,159
Alessio Romagnoli,30,151,4,4,8,8,14,9,13,12,16,5,15,14,15,4,12,16,15,14,15,13,12,15,15,16,15,13,12,14,15,6,13,16,14,12,15,13,151
Giorgio Scalvini,21,164,6,10,13,8,13,9,17,13,16,8,16,14,14,5,13,15,16,15,16,14,14,16,15,16,14,10,14,18,16,10,6,15,13,5,16,13,166
Federico Dimarco,27,155,16,18,11,15,12,12,16,15,16,15,18,14,14,16,14,11,14,16,17,14,14,10,15,12,17,12,13,14,11,17,11,13,15,13,12,15,156
Ferdi KadÄ±oÄlu,25,145,10,13,14,12,14,10,12,12,15,14,14,13,13,10,15,11,12,16,15,14,13,7,13,16,12,10,14,14,7,12,10,11,13,10,12,14,146
Denzel Dumfries,29,153,11,14,13,17,16,12,10,12,16,11,13,12,14,4,17,15,12,15,14,18,14,15,12,15,13,9,11,14,16,11,13,11,12,11,14,12,152
Francesco Acerbi,37,145,4,9,6,9,15,9,14,12,19,11,15,14,14,6,8,16,14,19,17,10,8,16,13,16,17,14,12,17,17,5,6,16,14,9,17,12,140
Bremer,28,158,5,7,9,7,14,11,15,11,16,7,12,15,14,4,13,18,13,16,14,14,12,16,13,14,13,9,12,17,15,7,5,17,13,6,17,13,158
Fikayo Tomori,27,155,4,7,9,8,17,7,14,12,14,5,15,13,15,5,16,15,15,16,15,17,14,14,12,16,16,13,12,17,15,7,11,15,13,6,15,11,155
ClÃ©ment Lenglet,30,140,9,10,10,10,12,8,13,13,14,10,15,12,13,9,12,14,14,13,14,14,13,15,13,15,12,12,12,15,15,8,10,15,14,8,15,13,139
MathÃ­as Olivera,27,147,11,14,12,13,11,9,14,13,14,12,15,13,14,9,14,14,15,14,16,14,13,14,14,15,14,11,11,15,15,10,13,13,13,8,16,12,147
Flavien-Enzo Boyomo,23,146,5,11,12,9,10,5,14,14,15,6,12,14,13,5,14,15,13,14,14,14,14,13,13,14,12,8,15,15,14,9,6,15,13,8,15,13,151
Amir Rrahmani,31,150,4,9,8,10,15,10,14,11,15,4,15,14,15,5,12,16,14,14,16,13,12,16,13,14,15,11,10,15,16,8,11,15,12,7,16,10,149
Evan N'Dicka,25,154,4,11,12,10,15,7,15,13,16,9,12,14,15,5,14,16,14,14,13,16,13,17,15,15,15,11,12,14,16,7,13,15,13,7,13,13,155
Matteo Darmian,35,139,5,12,9,13,13,10,16,13,18,5,16,12,15,3,11,11,14,18,17,12,10,12,13,13,14,10,10,15,13,8,10,14,12,4,16,12,135
